"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"866","DHIRAN TIMES","DELHIN/2013/49506","06-05-2013","Hindi","Monthly","VINOD KUMAR","VINOD KUMAR","Delhi","New Delhi","View        registration details for DHIRAN TIMES (DELHIN/2013/49506)"
"867","DHIRPUR TIMES","UPHIN/2015/73631","25-10-2017","Hindi","Daily","VISHNU NARAYAN DIXIT","VISHNU NARAYAN DIXIT","Uttar Pradesh","Farrukhabad","View        registration details for DHIRPUR TIMES (UPHIN/2015/73631)"
"868","DHOLERA TIMES","GUJGUJ/2013/49779","20-05-2013","Gujarati","Fortnightly","JITENDRA M. TRIVEDI","JITENDRA M. TRIVEDI","Gujarat","Ahmedabad","View        registration details for DHOLERA TIMES (GUJGUJ/2013/49779)"
"869","DHOUSRIYA TIMES","56402","07-07-1992","Hindi","Weekly","BANSI LAL","BANSILAL","Madhya Pradesh","Ujjain","View        registration details for DHOUSRIYA TIMES (56402)"
"870","DHRANGADHRA TIMES","62262","05-05-1994","Gujarati","Weekly","KIRCHAND V SHAH","KIRCHAND V.SHAH","Gujarat","Gujarat","View        registration details for DHRANGADHRA TIMES (62262)"
"871","DHURANDHAR TIMES","DELHIN/2016/71837","16-05-2017","Hindi","Monthly","DHURANDHAR CHOUHAN","DHURAN DHAR CHOUHAN","Delhi","New Delhi","View        registration details for DHURANDHAR TIMES (DELHIN/2016/71837)"
"872","DHYANI TIMES","UTTHIN/2012/44307","25-07-2012","Hindi","Weekly","RAVI DHYANI","RAVI DHYANI","Uttarakhand","Dehradun","View        registration details for DHYANI TIMES (UTTHIN/2012/44307)"
"873","DIAMOND TIMES","GUJGUJ/2021/82824","14-11-2022","Gujarati","Fortnightly","ARJUN POPATBHAI VIRANI","ARJUN POPATBHAI VIRANI","Gujarat","Surat","View        registration details for DIAMOND TIMES (GUJGUJ/2021/82824)"
"874","DICTION TIMES","UTTENG/2011/41015","05-03-2012","English","Weekly","RAJEEV KUMAR","RAJEEV KUMAR","Uttarakhand","Dehradun","View        registration details for DICTION TIMES (UTTENG/2011/41015)"
"875","DIDARSHAH TIMES","UPHIN/2012/58947","12-12-2014","Hindi","Weekly","SAYED SEHJAD ALI","SAYED SEHJAD ALI","Uttar Pradesh","Ghaziabad","View        registration details for DIDARSHAH TIMES (UPHIN/2012/58947)"
"876","DIGNIFIED TIMES","MPMUL/2017/71334","19-04-2017","English","Weekly","SHEFALI SRIVASTAVA","SHEFALI SRIVASTAVA","Madhya Pradesh","Bhopal","View        registration details for DIGNIFIED TIMES (MPMUL/2017/71334)"
"877","DIKHSUTCHI TIMES","APTEL/2014/59033","17-12-2014","Telugu","Daily","PARVADA ANJANEYULU","PARVADA ANJANEYULU","Andhra Pradesh","Visakhapatnam","View        registration details for DIKHSUTCHI TIMES (APTEL/2014/59033)"
"878","DIKHSUTCHI TIMES","APTEL/2014/63593","05-08-2015","Telugu","Daily","PARVADA ANJANEYULU","PARVADA ANJANEYULU","Andhra Pradesh","East Godavari","View        registration details for DIKHSUTCHI TIMES (APTEL/2014/63593)"
"879","DIKHSUTCHI TIMES","APTEL/2013/50111","31-05-2013","Telugu","Daily","PARVADA ANJANEYULU","PARVADA ANJANEYULU","Andhra Pradesh","West Godavari","View        registration details for DIKHSUTCHI TIMES (APTEL/2013/50111)"
"880","DIKOL TIMES","47541","03-11-1987","Hindi","Weekly","YASH SETH","YASH SETH","Madhya Pradesh","Gwalior","View        registration details for DIKOL TIMES (47541)"
"881","DIKSHIT TIMES","62738","07-09-1995","Hindi","Weekly","RAM KUMAR DIXIT","RAM KUMAR DIXIT","Uttar Pradesh","Agra","View        registration details for DIKSHIT TIMES (62738)"
"882","DILARI TIMES","UPHIN/26/A1996","25-03-2026","Hindi","Weekly","MOHD BARIS","MOHD BARIS","Uttar Pradesh","Moradabad","View        registration details for DILARI TIMES (UPHIN/26/A1996)"
"883","DILIP TIMES","UPHIN/2013/50882","15-07-2013","Hindi","Daily","VIKAS YADAV","VIKAS YADAV","Uttar Pradesh","Lucknow","View        registration details for DILIP TIMES (UPHIN/2013/50882)"
"884","DILIP TIMES","UPHIN/26/A0298","13-01-2026","Hindi","Monthly","Vikas Yadav","Vikas Yadav","Uttar Pradesh","Lucknow","View        registration details for DILIP TIMES (UPHIN/26/A0298)"
"885","DILIP TIMES","67821","23-07-1997","Hindi","Weekly","VIKAS YADAV","VIKAS YADAV","Uttar Pradesh","Lucknow","View        registration details for DILIP TIMES (67821)"
"886","DILKUSHA TIMES","UPHIN/2015/64850","18-11-2015","Hindi","Daily","SAMEER SINGH","SAMEER SINGH","Uttar Pradesh","Lucknow","View        registration details for DILKUSHA TIMES (UPHIN/2015/64850)"
"887","DILLI PARAVARTAN TIMES","DELHIN/2010/31290","04-03-2010","Hindi","Fortnightly","DINESH KUMAR","DINESH KUMAR","Delhi","New Delhi","View        registration details for DILLI PARAVARTAN TIMES (DELHIN/2010/31290)"
"888","DILLOAD TIMES","MPHIN/2023/88237","29-07-2024","HINDI","","KESHAV BADONIYA","KESHAV BADONIYA","Madhya Pradesh","Bhopal","View        registration details for DILLOAD TIMES (MPHIN/2023/88237)"
"889","DILSHUKHNAGAR TIMES","TELBIL/2017/72731","25-07-2017","English, Telugu","Weekly","M. MEENALATHA SREENIVAS","M MEENALATHA SREENIVAS","Telangana","Mumbai","View        registration details for DILSHUKHNAGAR TIMES (TELBIL/2017/72731)"
"890","DIMENSION TIMES","RAJBIL/2015/71472","27-04-2017","English, HINDI","Daily","HEMANT SHARMA","HEMANT SHARMA","Rajasthan","Jhalawar","View        registration details for DIMENSION TIMES (RAJBIL/2015/71472)"
"891","DINANK TIMES","DELHIN/2016/66712","13-04-2016","Hindi","Daily","Kalpna Goyal","Kalpna Goyal","Delhi","New Delhi","View        registration details for DINANK TIMES (DELHIN/2016/66712)"
"892","DINAR TIMES","UPHIN/2000/01446","25-03-2000","Hindi","Daily","MANOJ KHARE","MANOJ KHARE","Uttar Pradesh","Kanpur Nagar","View        registration details for DINAR TIMES (UPHIN/2000/01446)"
"893","DINKAR TIMES","UPHIN/2021/80506","12-10-2021","Hindi","Daily","DINESH KUMAR AHLAWAT","DINESH KUMAR AHLAWAT","Uttar Pradesh","Meerut","View        registration details for DINKAR TIMES (UPHIN/2021/80506)"
"894","DIPAKSHAR TIMES","JKHIN/2016/67719","28-06-2016","Hindi","Weekly","DEEPAK AGGARWAL","DEEPAK AGGARWAL","Jammu and Kashmir","Jammu","View        registration details for DIPAKSHAR TIMES (JKHIN/2016/67719)"
"895","DISCOVERY TIMES","HARHIN/2012/47085","18-12-2012","HINDI","Fortnightly","ANIL KUMAR DHIMAN","ANIL KUMAR DHIMAN","Haryana","Kurukshetra","View        registration details for DISCOVERY TIMES (HARHIN/2012/47085)"
"896","DISHA TIMES","UPHIN/2014/55900","11-06-2014","Hindi","Daily","SUNITA GUPTA","SUNITA GUPTA","Uttar Pradesh","Lucknow","View        registration details for DISHA TIMES (UPHIN/2014/55900)"
"897","DISHA TIMES","UPHIN/2005/16241","05-03-2005","Hindi","Weekly","SUNITA GUPTA","SUNITA GUPTA","Uttar Pradesh","Lucknow","View        registration details for DISHA TIMES (UPHIN/2005/16241)"
"898","DISHERA TIMES","UPURD/2015/62306","29-05-2015","Urdu","Weekly","RAJESH TRIVEDI","RAJESH TRIVEDI","Uttar Pradesh","Fatehpur","View        registration details for DISHERA TIMES (UPURD/2015/62306)"
"899","DISHERA TIMES","UPHIN/2016/68860","04-10-2016","Hindi","Daily","RAJESH TRIVEDI","RAJESH TRIVEDI","Uttar Pradesh","Fatehpur","View        registration details for DISHERA TIMES (UPHIN/2016/68860)"
"900","DISHERA TIMES","UPHIN/2001/16115","11-06-2001","Hindi","Daily","RAJESH TIRVEDI","RAJESH TIRVEDI","Uttar Pradesh","Rae Bareli","View        registration details for DISHERA TIMES (UPHIN/2001/16115)"
"901","DISHERA TIMES","64657","08-07-1996","Hindi","Weekly","RAJESH TRIVEDI","RAJESH TRIVEDI","Uttar Pradesh","Uttar Pradesh","View        registration details for DISHERA TIMES (64657)"
"902","DISTRICT TIMES","54789","27-05-1992","Marathi","Weekly","JUSBIR SINGH WADHAWAN","JUSBIR SINGH WADHAWAN","Maharashtra","Chandrapur","View        registration details for DISTRICT TIMES (54789)"
"903","DIVAM TIMES","UPHIN/2006/18215","03-01-2007","Hindi","Weekly","MAMTA SINGH","MAMTA SINGH","Uttar Pradesh","Lucknow","View        registration details for DIVAM TIMES (UPHIN/2006/18215)"
"904","DIVYA DARBAR TIMES","DELHIN/2001/05381","09-07-2001","Hindi","Fortnightly","PREM DUTT SHARMA","PREM DUTT SHARMA","Delhi","New Delhi","View        registration details for DIVYA DARBAR TIMES (DELHIN/2001/05381)"
"905","DIVYA SHAKTI TIMES","UPHIN/2013/50299","13-06-2013","Hindi","Fortnightly","RAVI SRIVASTAVA","RAVI SRIVASTAVA","Uttar Pradesh","Lucknow","View        registration details for DIVYA SHAKTI TIMES (UPHIN/2013/50299)"
"906","DIVYA SHAKTI TIMES","UPHIN/2014/56421","05-08-2014","Hindi","Daily","RAVI SRIVASTAVA","RAVI SRIVASTAVA","Uttar Pradesh","Lucknow","View        registration details for DIVYA SHAKTI TIMES (UPHIN/2014/56421)"
"907","DIWAKAR RAJASTHAN TIMES","RAJHIN/2015/67529","15-06-2016","Hindi","Fortnightly","PREM KUMAR SUDIA","PREM KUMAR SUDIA","Rajasthan","Rajasthan","View        registration details for DIWAKAR RAJASTHAN TIMES (RAJHIN/2015/67529)"
"908","DIXIT TIMES","UPHIN/2004/15248","04-11-2004","Hindi","Daily","RAM KUMAR DIXIT","RAM KUMAR DIXIT","Uttar Pradesh","Agra","View        registration details for DIXIT TIMES (UPHIN/2004/15248)"
"909","DIYA TIMES","UPHIN/2016/70754","09-03-2017","Hindi","Monthly","RAJENDRA KUMAR YADAV","RAJENDRA KUMAR YADAV","Uttar Pradesh","Lucknow","View        registration details for DIYA TIMES (UPHIN/2016/70754)"
"910","DIYA TIMES","UPHIN/2009/30236","30-12-2009","Hindi","Weekly","RAJENDRA KUMAR YADAV","RAJENDRA KUMAR YADAV","Uttar Pradesh","Lucknow","View        registration details for DIYA TIMES (UPHIN/2009/30236)"
"911","DIYA TIMES","UPHIN/2015/63468","28-07-2015","Hindi","Daily","RAJENDRA KUMAR YADAV","RAJENDRA KUMAR YADAV","Uttar Pradesh","Lucknow","View        registration details for DIYA TIMES (UPHIN/2015/63468)"
"912","DNA TIMES","MAHENG/2009/32502","02-06-2010","English","Weekly","HARI HARDAS GURUSEVADAS BAIRAGI","HARI HARDAS GURUSEVADAS BAIRAGI","Maharashtra","Pune","View        registration details for DNA TIMES (MAHENG/2009/32502)"
"913","DOGRA TIMES","JKENG/2020/80378","16-09-2021","English","Weekly","RAHUL DEV","RAHUL DEV","Jammu and Kashmir","Jammu","View        registration details for DOGRA TIMES (JKENG/2020/80378)"
"914","DONGAON TIMES","MAHBIL/2016/73355","18-09-2017","Marathi, Hindi","Weekly","SHAIKH YASEEN SHAIKH NASEEM","SHAIKH YASEEN SHAIKH NASEEM","Maharashtra","Buldhana","View        registration details for DONGAON TIMES (MAHBIL/2016/73355)"
"915","DOON DULARA TIMES","UTTHIN/2005/16824","10-11-2005","Hindi","Weekly","ANIL KUMAR SHARMA","ANIL KUMAR SHARMA","Uttarakhand","Dehradun","View        registration details for DOON DULARA TIMES (UTTHIN/2005/16824)"
"916","DOON MANSOORI TIMES","UTTHIN/2006/19916","28-05-2007","Hindi","Weekly","PUSHPA KANDWAL","PUSHPA KANDWAL","Uttarakhand","Dehradun","View        registration details for DOON MANSOORI TIMES (UTTHIN/2006/19916)"
"917","DOON ZEROGRAPHICS TIMES","UTTHIN/2012/44577","06-08-2012","Hindi","Weekly","NAVEEN GHILDIYAL","NAVEEN GHILDIYAL","Uttarakhand","Dehradun","View        registration details for DOON ZEROGRAPHICS TIMES (UTTHIN/2012/44577)"
"918","DORAHA TIMES","MPHIN/2012/44436","01-08-2012","Hindi","Weekly","RAMPAL AGRAWAL","RAMPAL AGRAWAL","Madhya Pradesh","Bhopal","View        registration details for DORAHA TIMES (MPHIN/2012/44436)"
"919","DREAM TIMES","MPHIN/2021/80272","06-09-2021","Hindi","Weekly","JAHANZEB KHAN","JAHANZEB KHAN","Madhya Pradesh","Bhopal","View        registration details for DREAM TIMES (MPHIN/2021/80272)"
"920","DREAM TIMES","APTEL/2021/81831","17-08-2022","Telugu","Daily","KALUBURIGI SOWMYA","KALUBURIGI SOWMYA","Andhra Pradesh","Kurnool","View        registration details for DREAM TIMES (APTEL/2021/81831)"
"921","DRISHTI TIMES","MPHIN/2013/48530","11-03-2013","Hindi","Monthly","TARUN SHRIVASTAVA","TARUN SHRIVASTAVA","Madhya Pradesh","Bhopal","View        registration details for DRISHTI TIMES (MPHIN/2013/48530)"
"922","DRON GHAATI TIMES","UTTHIN/2005/14971","20-01-2005","Hindi","Weekly","BIR SINGH","MR. VIR  SINGH","Uttarakhand","Dehradun","View        registration details for DRON GHAATI TIMES (UTTHIN/2005/14971)"
"923","DRON TIMES","UTTHIN/2005/15193","19-05-2005","Hindi","Weekly","JAYDEV SHARMA","JAYDEV SHARMA","Uttarakhand","Dehradun","View        registration details for DRON TIMES (UTTHIN/2005/15193)"
"924","DRONACHARYA TIMES","DELHIN/2018/76326","29-10-2018","Hindi","Weekly","PREM SINGH","PREM SINGH","Delhi","New Delhi","View        registration details for DRONACHARYA TIMES (DELHIN/2018/76326)"
"925","DRUG TODAY MEDICAL TIMES","DELBIL/2012/45560","04-10-2012","English, HINDI","Monthly","LALIT MISHRA","M/S. LORINA PUBLICATIONS (I) INC","Delhi","New Delhi","View        registration details for DRUG TODAY MEDICAL TIMES (DELBIL/2012/45560)"
"926","DUDHESHWAR TIMES","GUJGUJ/2000/00637","31-01-2000","Gujarati","Fortnightly","KANUBHAI PURSHOTTAMD","KANUBHAI PURSHOTTAMDAS MISTRY","Gujarat","Ahmedabad","View        registration details for DUDHESHWAR TIMES (GUJGUJ/2000/00637)"
"927","DUDU TIMES","RAJHIN/2018/75979","06-09-2018","Hindi","Fortnightly","MILINDRA SHUJJA","MILINDRA SHUJJA","Rajasthan","Jaipur","View        registration details for DUDU TIMES (RAJHIN/2018/75979)"
"928","DUN VALLEY TIMES","UTTHIN/2007/20627","31-07-2007","HINDI","Monthly","Intezar Ahmad","INTEZAR AHMAD","Uttarakhand","Dehradun","View        registration details for DUN VALLEY TIMES (UTTHIN/2007/20627)"
"929","DUNIYA TIMES","UTTHIN/2012/42935","12-06-2012","Hindi","Weekly","RAJEEV SHARMA","RAJIV SHARMA","Uttarakhand","Dehradun","View        registration details for DUNIYA TIMES (UTTHIN/2012/42935)"
"930","DURG DRISTY TIMES","UPHIN/2023/90070","12-11-2024","HINDI","Monthly","DHIRENDRA NATH DIXIT","DHIRENDRA NATH DIXIT","Uttar Pradesh","Bareilly","View        registration details for DURG DRISTY TIMES (UPHIN/2023/90070)"
"931","DURGESHWARI TIMES","MPHIN/2014/57110","09-09-2014","Hindi","Monthly","SHAKUN KHAIRWAR","SHAKUN KHAIRWAR","Madhya Pradesh","Bhopal","View        registration details for DURGESHWARI TIMES (MPHIN/2014/57110)"
"932","DURVASA TIMES","MPHIN/2010/35629","07-02-2011","Hindi","Monthly","SAVITA DIWEDI","SAVITA DIWEDI","Madhya Pradesh","Bhopal","View        registration details for DURVASA TIMES (MPHIN/2010/35629)"
"933","DWARAKA TIRUMALA TIMES","APTEL/2015/64605","06-11-2015","Telugu","Fortnightly","VATTIKUTI V.V.S.SWAMY","VATTIKUTI V.V.S.SWAMY","Andhra Pradesh","West Godavari","View        registration details for DWARAKA TIRUMALA TIMES (APTEL/2015/64605)"
"934","E TIMES","57403","06-07-1994","English","Weekly","BALRAJ ARORA","BENNETT COLEMAN & CO.LTD","Delhi","New Delhi","View        registration details for E TIMES (57403)"
"935","E TIMES","57137","27-05-1994","English","Weekly","K N AMARIA","BENNETT, COLEMAN & CO.LTD","Maharashtra","Mumbai","View        registration details for E TIMES (57137)"
"936","E TIMES","CHAENG/2018/77944","30-08-2019","English","Daily","VIKAS BHARDWAJ","BENNETT COLEMAN AND CO LTD","Chandigarh","Chandigarh","View        registration details for E TIMES (CHAENG/2018/77944)"
"937","E.N.C. TIMES","UPHIN/2015/62268","28-05-2015","Hindi","Daily","B.R. GUPTA","INDIA LEGAL PUBLISHERS PVT. LTD.","Uttar Pradesh","Gautam Buddha Nagar","View        registration details for E.N.C. TIMES (UPHIN/2015/62268)"
"938","EARLY TIMES","JKENG/2002/7815","02-09-2002","English","Daily","MUNISH GUPTA","MUNISH GUPTA","Jammu and Kashmir","Jammu","View        registration details for EARLY TIMES (JKENG/2002/7815)"
"939","EARTHIK TIMES","WBHIN/2003/10967","22-01-2003","Hindi","Weekly","SANDIP SINGH","SANDIP SINGH","West Bengal","Kolkata","View        registration details for EARTHIK TIMES (WBHIN/2003/10967)"
"940","EAST INDIA TIMES","UPBIL/2015/65016","30-11-2015","English, HINDI","Daily","VARNIKA ADITYA","PAWAN SHARMA","Uttar Pradesh","Azamgarh","View        registration details for EAST INDIA TIMES (UPBIL/2015/65016)"
"941","EAST MAN TIMES","UTTHIN/2023/86560","06-03-2024","Hindi","Weekly","ANMOL PACHORI","ANMOL PACHORI","Uttarakhand","Dehradun","View        registration details for EAST MAN TIMES (UTTHIN/2023/86560)"
"942","ECO FRIENDLY PROPERTY TIMES","MPBIL/2016/66890","03-05-2016","English, HINDI","Fortnightly","MAHESH PUROHIT","MAHESH PUROHIT","Madhya Pradesh","Indore","View        registration details for ECO FRIENDLY PROPERTY TIMES (MPBIL/2016/66890)"
"943","ECONOMIC TIMES ANNUAL","31913","14-07-1972","English","Annual","SHREEKRISHNA GOVIND JOSHI","BENNETT COLEMAN & CO. LTD.","Maharashtra","Mumbai","View        registration details for ECONOMIC TIMES ANNUAL (31913)"
"944","ECONOMIC TIMES ON SATURDAY","GUJBIL/2007/27767","15-05-2009","English, Gujarati","Weekly","RAMESH HAKUMATRAI DHANANI","BENNETT, COLEMAN & CO.LTD","Gujarat","Ahmedabad","View        registration details for ECONOMIC TIMES ON SATURDAY (GUJBIL/2007/27767)"
"945","ECONOMIC TIMES ON SATURDAY","DELBIL/2008/23523","02-04-2008","English, HINDI","Weekly","BALRAJ ARORA","BENNETT, COLEMAN & CO.LTD","Delhi","New Delhi","View        registration details for ECONOMIC TIMES ON SATURDAY (DELBIL/2008/23523)"
"946","ECR TIMES","TNENG/2018/79161","07-12-2020","English","Weekly","D. LOKESH","D.LOKESH","Tamil Nadu","Chennai","View        registration details for ECR TIMES (TNENG/2018/79161)"
"947","EDEXCEL TIMES","KARENG/2017/71410","24-04-2017","English","Weekly","AYUB KHAN","AYUB  KHAN","Karnataka","Mysore","View        registration details for EDEXCEL TIMES (KARENG/2017/71410)"
"948","EDU HUB TIMES","DELENG/2016/69854","29-12-2016","English","Monthly","BHARAT RAI MEDIRATTA","BHARAT RAI MEDIRATTA","Delhi","New Delhi","View        registration details for EDU HUB TIMES (DELENG/2016/69854)"
"949","EDUCATION TIMES","KARENG/2001/04035","16-05-2001","English","Weekly","R. J. PRAKASHAN","BENNETT, COLEMAN & CO.LTD","Karnataka","Bengaluru","View        registration details for EDUCATION TIMES (KARENG/2001/04035)"
"950","EDUCATION TIMES","TELENG/2011/41892","01-05-2012","English","Weekly","SHARAD MOHAN MEHROTRA","BENNETT, COLEMAN & CO.LTD","Telangana","Hyderabad","View        registration details for EDUCATION TIMES (TELENG/2011/41892)"
"951","EDUCATION TIMES","GUJENG/2002/10613","18-12-2002","English","Weekly","HITESH BUDHBHATTI","BENNETT, COLEMAN & CO.LTD","Gujarat","Ahmedabad","View        registration details for EDUCATION TIMES (GUJENG/2002/10613)"
"952","EDUCATION TIMES","KERENG/2012/46423","14-11-2012","English","Weekly","SUNIL UNNITHAN","BENNETT, COLEMAN & CO.LTD","Kerala","Ernakulam","View        registration details for EDUCATION TIMES (KERENG/2012/46423)"
"953","EDUCATION TIMES","DELENG/2001/04848","03-04-2001","English","Weekly","RAJEEV YADAV","BENNETT, COLEMAN & CO.LTD","Delhi","New Delhi","View        registration details for EDUCATION TIMES (DELENG/2001/04848)"
"954","EDUCATION TIMES","WBENG//2001/06561","12-08-2001","English","Weekly","SK MD ALI","BENNETT, COLEMAN & CO.LTD","West Bengal","Kolkata","View        registration details for EDUCATION TIMES (WBENG//2001/06561)"
"955","EDUCATION TIMES SCHOOL GUIDE","DELENG/2011/37665","02-06-2011","English","Half Yearly","BALRAJ ARORA","BENNETT, COLEMAN & CO.LTD","Delhi","New Delhi","View        registration details for EDUCATION TIMES SCHOOL GUIDE (DELENG/2011/37665)"
"956","EIMI TIMES","MANBIL/2012/49972","27-05-2013","English","Daily","MOMOI KIPGEN","MOMOI KIPGEN","Manipur","Imphal East","View        registration details for EIMI TIMES (MANBIL/2012/49972)"
"957","EKARTHI TIMES","MHHIN/25/A2523","15-09-2025","Hindi","Weekly","DINESH KUMAR VISHWAKARMA","DINESH KUMAR VISHWAKARMA","Maharashtra","Palghar","View        registration details for EKARTHI TIMES (MHHIN/25/A2523)"
"958","EKLAVYA TIMES","DELHIN/2013/51714","29-08-2013","Hindi","Monthly","GURJEET KAUR","GURJEET KAUR","Delhi","New Delhi","View        registration details for EKLAVYA TIMES (DELHIN/2013/51714)"
"959","ELAGANDALA TIMES","TELTEL/2023/88235","02-08-2024","TELUGU","Daily","VONTELA KRISHNA","VONTELA KRISHNA","Telangana","Karimnagar","View        registration details for ELAGANDALA TIMES (TELTEL/2023/88235)"
"960","ELECTRO HOMEO MEDICAL TIMES","47928","02-05-1988","Hindi","Weekly","DR. V.KUMAR","DR. V.KUMAR","Uttar Pradesh","Kanpur Nagar","View        registration details for ELECTRO HOMEO MEDICAL TIMES (47928)"
"961","ELORA TIMES","51918","27-02-1989","Hindi","Daily","ZALIL ISHTIYAK SIDDIQI","ZALIL ISHTIYAK SIDDIQI","Uttar Pradesh","Bahraich","View        registration details for ELORA TIMES (51918)"
